gsno,lid,lat,lon,elev
14013700,FMBW1,46.085833,118.227222,1348.0
13113000,BVSI1,44.3553,112.1801,5843.0
14219000,CCAW1,45.94,122.315833,520.0
12201500,SMRW1,48.546111,122.336944,73.0
13238500,PYDI1,44.912222,116.119444,4983.0
12134000,SNIW1,47.819167,121.553056,560.0
12148000,STOW1,47.683333,121.716667,1300.0
12166955,SPHW1,48.209444,122.248333,44.0
12199000,SSWW1,48.484167,122.241944,36.0
12137800,SLNW1,47.959444,121.796111,680.0
12099000,WRCW1,47.166667,122.066667,655.0
12039500,QLTW1,47.45,123.88333,185.0
13341570,PRII1,46.498611,116.761944,864.0
12117000,TAYW1,47.386667,121.845,940.0
12025700,VALW1,46.766667,122.6,710.0
13249200,SQWI1,43.96667,116.33139,2520.0
12211200,NREW1,48.918056,122.346667,115.0
12021800,ADNW1,46.6258333333,123.100555556,150.0
14216000,LRCW1,46.060556,121.983333,1080.0
12113349,MCOW1,47.438889,122.238889,20.0
14188610,SLCO3,44.619722,122.464722,2900.0
13317660,SNMI1,46.003056,116.916944,998.0
13137000,WRMI1,43.689722,114.384722,5886.0
13138000,EFGI1,43.603056,114.330278,5609.0
14245300,LONW1,46.1075,122.95583,18.0
12098500,MMDW1,47.15,121.95,790.0
14316800,GLIO3,43.31667,122.81667,1125.0
12391950,CBBI1,48.0881,116.0728,2060.0
12422000,SGRW1,47.6791666667,117.363611111,1800.0
13118975,LLDI1,43.8847222222,113.096944444,5073.0
13081500,MDMI1,42.672778,113.500278,4132.0
13203000,BSEI1,43.5494444,116.1091667,2830.0
12323750,WMSM8,46.18056,112.77944,4800.0
14325000,POWO3,42.891667,124.069444,220.0
12415075,SJMI1,47.31306,116.55972,2100.0
14182500,LSMO3,44.7917,122.5778,655.0
12230000,REVQ2,50.983333,118.216667,1880.0
13213000,PARI1,43.781667,116.971389,2196.0
14123500,UNDW1,45.75,121.533333,113.0
12083000,MCMW1,46.733333,122.15,1340.0
14337500,MLBO3,42.651389,122.691111,1526.0
14309500,GLNO3,42.8,123.61667,1018.0
12305000,LEOI1,48.61778,116.04639,1790.0
14153500,COTO3,43.72,123.05,800.0
12457000,WPLW1,47.76667,120.66667,1805.0
12097850,MMIW1,47.15,121.85,1120.0
12100490,WRAW1,47.274965,122.206654,115.0
13290460,SJNO3,45.46389,116.55444,1247.0
14013000,MLKW1,46.00806,118.1175,1996.0
12040500,QUEW1,47.533333,124.316667,15.0
11502500,CLQO3,42.566667,121.883333,4160.0
14211720,PRTO3,45.518611,122.666667,2.0
14337600,MCLO3,42.6554,122.71667,1489.0
12178000,GORW1,48.66667,121.25,402.0
12184700,ROCW1,48.5,121.55,230.0
14219800,SPYW1,46.00778,122.01278,500.0
13141500,CMCI1,43.316667,114.541944,4870.0
13137500,TCKI1,43.677778,114.355556,5790.0
12144500,SQUW1,47.55,121.833333,120.0
13288200,EGCO3,44.880556,117.252778,2800.0
12422990,HCTW1,47.202778,117.039722,2500.0
12228000,MCDQ2,52.05,118.583333,2475.0
12108500,BKDW1,47.275833,122.058333,310.0
14015000,MLLW1,46.07639,118.2725,2000.0
13087995,MILI1,42.528333,114.018333,4063.0
14151000,FALO3,43.94444,122.77361,800.0
14222500,HSSW1,45.836944,122.465,366.0
13186000,BRFI1,43.49444,115.30556,4220.0
12325500,FTCM8,46.23306,113.29889,5630.0
12392500,HOPI1,48.2763888889,116.3475,2000.0
13342295,WCSI1,46.3267,116.8322,1480.0
13116500,MEDI1,44.259167,112.410278,5440.0
13055340,TTXI1,43.83333,111.78333,4870.0
12235000,NAKQ2,50.233333,117.8,1499.0
12322410,DCDQ2,50.25,116.97,1801.0
12322720,QBYQ2,49.65,116.933333,1800.0
12086500,LGRW1,46.85,122.33333,490.0
12026150,SKMW1,46.783333,122.733333,317.0
12448000,CHWW1,48.47722,120.185277,1736.0
12488500,AMRW1,46.983333,121.166667,2700.0
14148000,OAKO3,43.8014,122.5597,950.0
14159500,CGRO3,44.13611,122.24722,1262.0
13112000,CCCI1,44.00278,112.22,6450.0
13058510,WIFI1,43.574167,111.895,4850.0
14048000,JDMO3,45.5878,120.4083,392.0
12148500,TOLW1,47.7,121.816667,348.0
13011000,JLKW4,43.8583,110.58583,6727.84
12462600,RISW1,47.3325,120.08,609.0
13181000,ROMO3,42.866389,117.664444,3361.0
14150800,WCLO3,43.9138,122.6875,864.0
14163150,MKLO3,44.12389,122.62639,710.0
12118500,RCMW1,47.38,122.016111,415.0
12060500,SSUW1,47.340556,123.278889,103.0
12145500,RAGW1,47.533333,121.9,250.0
12143400,GARW1,47.416667,121.583333,1448.0
12448998,TWIW1,48.37,120.1475,1640.0
13046680,BCYI1,44.18583,111.00528,6393.0
13265500,CRWI1,44.29111,116.78,2240.0
13329770,WCCO3,45.48833,117.40278,3330.0
12448000,WINW1,48.477222,120.185278,1736.0
13342450,LAPI1,46.426667,116.804167,865.0
12342500,WFBM8,45.725,114.28056,4581.0
12492099,SNCW1,48.2836,121.8306,273.0
12492500,TIEW1,46.67,121.01,2484.0
13310700,KRSI1,44.98722,115.72417,3750.0
13310199,MSSI1,45.29389,114.595,3040.0
13059505,WVCI1,43.433889,112.098056,4650.0
13154500,SKHI1,43.002222,115.217222,2492.0
14201340,PUWO3,45.15139,122.80306,89.0
14020300,MCGO3,45.688889,118.355556,1803.0
12035400,WYNW1,47.380556,123.608611,630.0
13120500,HWRI1,43.99833,114.02,8590.0
12404500,LAUW1,48.98444,118.21528,1426.0
14308990,COGO3,42.82333,123.12472,1900.0
13236500,DRBI1,44.29167,115.6425,5192.0
12041200,HORW1,47.80694,124.24972,164.0
14158500,MOCO3,44.361111,121.994444,3015.0
14166500,NOTO3,44.05,123.425,389.0
14178000,BCKO3,44.7069,122.1,2244.0
14091500,METO3,44.626389,121.482778,1974.0
13331500,MNMO3,45.62,117.725556,2540.0
14113200,MSRO3,45.649167,121.375833,425.0
12413445,PINI1,47.51389,116.24083,2190.0
13038500,LORI1,43.73333,111.88333,4850.0
13057132,GWSI1,43.600278,112.060556,4760.0
14046890,PCCO3,44.910556,120.439722,1350.0
14209700,FSHO3,45.147778,122.151944,940.0
13204640,COTI1,43.63056,116.10611,3780.0
14185900,QCCO3,44.540278,122.434722,1050.0
12113000,AUBW1,47.31667,122.2,70.0
13296500,SRYI1,44.268333,114.731944,7790.0
13075983,SPSI1,43.0425,112.55,4380.0
14337830,ALCO3,42.67944,122.71028,1680.0
12334550,BNRM8,46.82611,113.81333,3320.0
12338300,NFRM8,46.97972,113.09139,4060.0
12343400,EFBM8,45.883333,114.064722,4192.0
12100000,BUKW1,47.166667,122.016667,620.0
12089208,CPCW1,46.9,122.5,330.0
13066000,SHLI1,43.262778,112.046667,4650.0
12167700,SIVW1,48.197778,122.210556,59.0
12467000,MSLW1,47.18944,119.26472,1070.0
14044000,RTRO3,44.888889,119.140278,2545.0
14107000,KLCW1,46.265,121.243889,2720.0
13290450,HCDI1,45.25139,116.69722,1400.0
12308000,KRMI1,48.700556,116.196667,1780.0
13135500,BWKI1,43.786389,114.424167,6240.0
12042800,FRKW1,47.9553,124.385,312.0
14138900,NBRO3,45.494444,122.034722,1060.0
13344500,TUCW1,46.5047222222,118.065277778,736.0
14154500,DRRO3,43.73611,122.87222,856.0
12059500,NSPW1,47.33,123.2419,63.0
13038000,DRYI1,43.639167,111.715278,4985.0
14338000,ELKO3,42.675,122.74389,1455.0
